cluster,article_count,cluster_subject_en,coherent,confidence,rationale,model,prompt_version,context_hash,representative_titles,approved_cluster_subject_en,review_status,review_notes
p_27,114,Weather and climate,True,high,"The articles consistently cover weather conditions, forecasts, storms, snowfall, seasonal temperatures, climate records, and warming-related effects such as sea-ice loss and permafrost thaw.",gpt-5.6-sol,contextual-cluster-label-v1,09f4de13738f647d7f44ca6f96ff5c9464320d2551b09dd9c69cf36f686d5fc1,"[""A Taste of Winter"", ""The storm is coming"", ""New summer record creates unstable slopes"", ""The first of the season"", ""“We must adapt to a new reality”"", ""“We Cannot Just Carry On as Before”"", ""Warmth puts sea ice on course for a record"", ""March Was Colder Than Normal"", ""The wind is picking up—and will continue to do so"", ""A Cold May, but Still Warmer Than Average"", ""Refreshing. And a Little Dangerous?"", ""Little wind and weather heading into the weekend"", ""Warmer in Svalbard Than in Oslo"", ""Coldest in Four Years"", ""Mail plane unable to land"", ""Can Only Be Explained by Human-Caused Climate Change"", ""Meteorologist with Plenty of Weather to Report"", ""It has been colder than normal"", ""Powerful low-pressure system from the southwest"", ""Warmest May Day in 46 Years""]",Weather and climate,approved,Generated English label approved.
p_28,84,Svalbard geopolitics,True,medium,"The cluster centers on sovereignty, the Svalbard Treaty, Russia’s presence in Barentsburg, and tensions intensified by the war in Ukraine. A few Ukrainian human-interest and local Barentsburg stories are peripheral, but most connect to the same geopolitical context.",gpt-5.6-sol,contextual-cluster-label-v1,a548e5ebe462c8a8bdc9c5f768b0df1246664555513c62ed4f47b6a4ba318018,"[""Threatens legal action if deliveries to Barentsburg are delayed"", ""Credible Assertion of Sovereignty Through Protection?"", ""Plans for new landfill in Barentsburg postponed"", ""Time to Talk About Svalbard"", ""Granted Another Exemption to Import Goods from Russia"", ""The most important ingredient"", ""“Norwegian law applies on Svalbard”"", ""“I want to help rebuild the country”"", ""“Historical Symbols Matter to the Kremlin”"", ""“People Are in Shock That Things Like This Can Happen”"", ""Naval parade off Barentsburg"", ""Out of His Shell"", ""Lawyer on Food Blockade: “They Are Stretching the Treaty to Its Limits”"", ""NATO Expansion Means a New Normal on Svalbard"", ""He was the last prime minister to mark a treaty anniversary"", ""“It Could Lead to a Dangerous Escalation, and Svalbard Must Be Kept Out”"", ""Does Norway have exclusive rights to resources on the Svalbard shelf?"", ""Svalbard: Russia + China = Match Made in Heaven?"", ""100 years of conflicts"", ""Turkey wants to join the Svalbard Treaty""]",Svalbard geopolitics,approved,Generated English label approved.
p_29,86,Russian settlements on Svalbard,True,high,"The articles consistently concern Barentsburg and Pyramiden, particularly Trust Arktikugol’s operations, tourism, infrastructure, permits, sanctions, and relations with Norwegian authorities. Despite varied angles, they form a clear geographic and institutional topic.",gpt-5.6-sol,contextual-cluster-label-v1,0ae454c170d851bc7eeaecc136216623231a7bc6571a8242ec9daaa1630ef30f,"[""Unhappy with the contract"", ""Easter Glimpses from Barentsburg"", ""More Norwegian control in Barentsburg"", ""Stands by Call to Avoid Shopping"", ""Tourism in Barentsburg is growing"", ""Seeking Approval for Eight Commercial Cabins"", ""At the KGB in Pyramiden"", ""He is the new director of Trust Arktikugol"", ""Met with Understanding"", ""Seeks exchange of experience with Svalbard Energi"", ""A journey through time to Barentsburg"", ""Built 30 cabins in Pyramiden without permission – now they have been moved"", ""Trust’s new grocery store has now opened here"", ""Card Payments Finally Available in Pyramiden"", ""Still waiting for an answer on introducing Russian-made vehicles"", ""Russians barred from using hovercraft"", ""Foreign Ministry: More information needed about charter flights"", ""“Local Sanctions Could Directly Affect Local Residents”"", ""Marked by the War"", ""The Complaint Has Been Forwarded to the Central Authorities""]",Russian settlements on Svalbard,approved,Generated English label approved.
p_3,57,Svalbard Global Seed Vault,True,high,"The large majority concern the seed vault’s deposits, food-security mission, infrastructure, water ingress, repairs, service building, ceremonies, and tourism. A few Arctic World Archive stories are nearby-topic outliers, but they do not outweigh the cluster’s clear central subject.",gpt-5.6-sol,contextual-cluster-label-v1,332caefcd77de8635673c2b0d9b0319a0350e889bd573726030f3bd61a428e37,"[""“Seed boss” receives award"", ""Few injuries"", ""Storing “The Scream” in Mine 3"", ""“Possible to store data for more than 1,000 years”"", ""Had to Work to Keep Water Out of the Seed Vault"", ""The Prime Minister Is in Town"", ""Seed vault becomes a headache"", ""NOK 37 million in improvements to seed storage facility"", ""Prime Minister Erna Solberg Coming to Longyearbyen Next Week"", ""Less accessible vault"", ""A Celebration with a Bitter Aftertaste"", ""Anniversary Celebration Opened with Seeds"", ""Sent seeds for the first time"", ""Seed vault passes a magic number"", ""Turning Science into Tourism"", ""Minister gets a sneak preview of service building"", ""“As a wealthy country, we must take this responsibility”"", ""The Seed Vault Once Again Ready for Eternity"", ""Disturbed by tourists"", ""“Fantastic Opportunities—If Longyearbyen Wants Them”""]",Svalbard Global Seed Vault,approved,Generated English label approved.
p_30,101,Local sports,True,medium,"The cluster predominantly covers community and youth sport, especially Svalbard Turn teams, training, competitions, swimming, gymnastics, football, and exchanges with Barentsburg. A few representatives concern football fandom, a board-game contest, or an unrelated Christmas newspaper, but these appear peripheral to the main sports theme.",gpt-5.6-sol,contextual-cluster-label-v1,d67605c7030e5cde7ddfb54d82e8192c06c3c3bbd6adecf6664ca2bb67a2e59c,"[""Gymnastics season comes to an end"", ""Created His Own Christmas Pages"", ""The glorious red day"", ""“A very important social place where friends hang out”"", ""The glorious red day"", ""Football Training with Bergen’s Pride"", ""This is how the sports exchange in Barentsburg went"", ""See Photos from the Football School"", ""Invited—But Turned It Down"", ""Sports Exchange – 1961"", ""Taivo (31) played alongside Liverpool’s centre-back"", ""The football team is my home ground"", ""No Fear of Virus Cancellation"", ""A strong showing from Barentsburg"", ""“Strength training isn’t very popular”"", ""Shot her way to the top this summer"", ""More gold and silver in Finnsnes"", ""Successful Swimming Meet"", ""Held “World Championship” in Risk in Longyearbyen"", ""Dance-loving Newcomer""]",Local sports,approved,Generated English label approved.
p_31,102,Endurance races,True,medium,"The cluster is dominated by organized long-distance running and skiing events, especially the Spitsbergen Marathon and Svalbard Ski Marathon, along with hill races, road races, and related course or participation coverage. A few articles concern sports-club administration and ski-trail management, but they remain adjacent to the main race-event theme.",gpt-5.6-sol,contextual-cluster-label-v1,b4f584403239473adcc07d705451aa79ab93fb4c7add3d89260624e565faf131,"[""“We Couldn’t Have Asked for Anything Better”"", ""Little Interest in the Name"", ""New Race Record in the Topptrim Challenge"", ""The trail association takes over"", ""“I’m taking part for the sake of volunteering”"", ""Outran everyone"", ""Swede first across the finish line"", ""Sun Came to Gruverennet"", ""He did it again"", ""More Than 500 Sign Up for Marathon’s 30th Anniversary"", ""See the photos from the Svalbard Ski Marathon here"", ""Heading for a Record-Breaking Spitsbergen Marathon"", ""Hill Race to the “Moon”"", ""Ski Marathon Start Postponed"", ""Everyone Finished in Good Positions"", ""Iversen Wins by a Wide Margin"", ""Almost Better Than a Ski Marathon"", ""“We don’t want to spend too much energy on it”"", ""“I take my hat off to them”"", ""Inviting People to Run for Doctors Without Borders""]",Endurance races,approved,Generated English label approved.
p_32,66,Community Sports and Recreation,True,high,"The cluster consistently covers local sports provision, especially Svalbard Turn, the new alpine ski slope and lift, Svalbardhallen, children’s activities, facilities, funding and access. A few articles focus on related community events or public health, but remain connected through organized physical activity.",gpt-5.6-sol,contextual-cluster-label-v1,ecaa508a51034dec74bb13448d9071ca81a02cc8e1a8152fc1cf28831a13ef34,"[""More Challenging Than We Thought"", ""Finally, a New Ski Facility Can Be Built"", ""Planning to let people test the skis on the slope on Wednesday"", ""“This is a drastic measure”"", ""Parents Remind Officials That the Slope Was the Top Priority"", ""Madelin and Sander Had Cancer: “We Were Never Afraid of Dying”"", ""First on the Slopes"", ""Patient children got to test the lift"", ""Work Is Now Under Way"", ""Six-Million-Krone Facility Next Year"", ""The Alpine Dream Nears the Finish Line"", ""Lift-ticket prices: free for children under 12"", ""The Alpine Ski Slope Finally Has a Name"", ""Received almost 100 name suggestions"", ""Receives NOK 3.3 Million for New Ski Resort"", ""“Good to Be Underway”"", ""“It’s truly something I’m passionate about”"", ""This Year’s Activities Get Under Way"", ""Svalbard Turn celebrates 90 years"", ""Longyearbyen needs a public-health coordinator""]",Community Sports and Recreation,approved,Generated English label approved.
p_33,36,Trappers Trail sled-dog race,False,medium,"Most articles cover the Trappers Trail race, including its competitors, routes, results, and conditions. However, the cluster also contains reports on other sled-dog races, missing dogs, and an unrelated Arctic fox hunting draw, so it is not fully coherent.",gpt-5.6-sol,contextual-cluster-label-v1,1b19801c843e65d58d7a716270b6fdde7b7d99efd212a592cd58b4e45e8f8c06,"[""“I don’t usually get this moved”"", ""Linda—the last Viking of them all"", ""See who gets to take part in the arctic fox hunt"", ""Trappers Trail Route Changed"", ""Trappers Trail in Perfect Conditions"", ""The Sled Dogs Have Been Found Safe"", ""Didn’t have to sleep on the sofa after all"", ""Sofia, 15, finally wins after five Trapper’s Trails"", ""Safely in Port After Shortened Race"", ""“This Was Great Fun—I’ve Dreamed of It for Years”"", ""Linda—the last Viking of them all"", ""The Most Beautiful Adventure of Winter"", ""Another victory for the family team"", ""“Fardalsbakken Is Just as Brutal as Ever”"", ""Defended His Title"", ""20 Teams Line Up at the Start"", ""Raves about Trappers Trail"", ""Results from Trappers Trail"", ""Another Dog-Sledding Extravaganza This Weekend"", ""Nervous before the start""]",Trappers Trail sled-dog race,approved,Generated English label approved.
p_34,101,Community life,False,medium,"The cluster broadly concerns local civic and social life, but it mixes distinct subjects: Pride and festivals, outdoor recreation, litter cleanups, children’s events, employee recognition, and cultural-services staffing. “Community life” is the least misleading umbrella label, though the articles do not form one sharply defined topic.",gpt-5.6-sol,contextual-cluster-label-v1,1bbbccb641c0b6d3ba217900adba552a03a7c8fd5a41916dbe22bf7350647ab4,"[""“The first year tourists can take part”"", ""Have a good weekend from Longyearbyen"", ""A tribute to Longyearbyen’s superheroes"", ""These three have received the Norges Vel Medal"", ""Data Fest All Through the Night"", ""An Advent Calendar for Hiking Enthusiasts"", ""Skating for Everyone"", ""Disc golf course being built"", ""Collected Rubbish in Sun and Wind"", ""Overwhelming Effort in Community Cleanup"", ""Invited the Town to a Community Clean-Up"", ""“Where is the green city we keep talking about?”"", ""Creative children at the Easter workshop"", ""“It’s One of the Worst Things We Can Find”"", ""Longyearbyen turned out for Pride"", ""A Colorful Celebration of Diversity"", ""It’s Oktoberfest Time"", ""Drive-In at Hiorthhamn"", ""Are to become new head of sports and culture"", ""Head of culture position advertised again""]",Community life,approved,Generated English label approved.
p_35,30,Spitsbergen Revue Group,False,low,"The dominant subject is the revue troupe, including its annual Sun Festival productions, performances, and Anne Lise Klungseth Sandvik’s revue work. However, a substantial second group covers local cultural and community awards, while a few articles concern unrelated festival or children’s events.",gpt-5.6-sol,contextual-cluster-label-v1,fbcd6a11e13196b41047bdbcb76c5cfca29fa9fbceb2ab5b0edec78a84decfc0,"[""Considered Cancelling This Year’s Revue"", ""Publishing a book of Anne Lise’s revue lyrics"", ""– Couldn’t see a thing"", ""“If William hadn’t had to accept the award, we probably would never have turned around”"", ""Tyfus trophy awarded to Fred Skancke Hansen"", ""“They had lots of nice toys there, but I didn’t understand what they were saying”"", ""Ready for More Revue Antics"", ""No Revue This Year"", ""Wonderful Laughter After a Difficult Year"", ""The Revue Filled Huset"", ""“Everyone Benefits from a Dose of Self-Irony”"", ""More coal from the revue group"", ""The Revue in Pictures"", ""“Many think I want to be the centre of attention. I don’t. But I often end up there”"", ""Polishing the Gold Chain"", ""“I Know It’s an Honour to Be Parodied”"", ""“The award gives me even more drive to give back”"", ""“It is a tremendous recognition”"", ""Dag Arne claims the statuette as the 51st recipient"", ""The Culture Prize Went to Sveinung""]",Revue and Cultural Awards,approved,English label revised during manual review.
p_36,58,Dog Keeping,True,high,"The cluster consistently concerns domestic and sled dogs, including ownership and leash control, attacks on reindeer, kennels, dog-sled businesses, adoption, and community events. One general outdoors profile appears peripheral, but the dominant topic is clear.",gpt-5.6-sol,contextual-cluster-label-v1,9a6e73989c768d02c5531245388dde0fba2d12aba3fdccb27aca7e7e3a01cae6,"[""Dog Café Opens"", ""Responded to loose dog in Adventdalen"", ""Svalbard Husky in NRK Documentary"", ""Reindeer Had to Be Put Down"", ""Outdoors is still best"", ""Dog ran away from owner and attacked reindeer"", ""Dogs Killed Reindeer"", ""Dog Attacked Reindeer"", ""Attacked by Dog"", ""Dog chased reindeer; police open case"", ""Escapee Shot"", ""Dog chased reindeer towards the fjord"", ""Loose Dog Chased Reindeer near the Community Centre"", ""Longyearbyen’s best friend"", ""Dog chased reindeer and triggered helicopter operation"", ""“A wonderful tradition”"", ""Open Day at the Town Kennels"", ""“Not everyone is probably so lucky”"", ""German man not allowed to pull a Spanish one"", ""They Got a Dog-Sled Ride""]",Dog Keeping,approved,Generated English label approved.
p_37,72,Youth cultural performances,True,medium,"Most articles cover UKM showcases, school plays, concerts, circus acts, dance, and other stage productions involving children and teenagers. A few items concern broader community events, adult revue, or ceremonies, but the cluster is predominantly centered on youth performing arts.",gpt-5.6-sol,contextual-cluster-label-v1,e6f3b798684110974f953c3eb24e2ba9bf3f9bcecf248111fd41639401f5a691,"[""Dana Sofia (11) came up with the idea for the circus"", ""The Children Put on a Concert"", ""Impressed the Audience and Jury"", ""Color, speed and folklore"", ""The agony of choice in polar-bear country"", ""Thai dancers at UKM"", ""Busy ahead of local showcase"", ""“An Extremely Great Setup”"", ""Impressed the Judges"", ""Humanist Confirmation"", ""Had to Be Persuaded to Join"", ""After three attempts, they finally succeeded"", ""Watch the Crown Prince and Crown Princess’s Speech about Svalbard"", ""A professional show by the city’s young people"", ""Spooky club night"", ""Ready for the Show"", ""The laughter came easily"", ""A Hundred Children Impressed"", ""The School of Music and Arts stages a musical"", ""See the Longyearbyen Community with Heart and Intellect""]",Youth cultural performances,approved,Generated English label approved.
p_38,39,Dark Season Blues Festival,True,high,"The cluster is overwhelmingly about Dark Season Blues, including its concerts, artists, audiences, finances, cancellations, and anniversary editions. A few articles concern Polarjazz or Longyearbyen’s wider music scene, but they are adjacent festival coverage rather than a strong competing subject.",gpt-5.6-sol,contextual-cluster-label-v1,05c1117a135f2e809f4a4a0f83e9e1bf7d49fe1027d9d9d27f4c38648b048305,"[""See Photos from This Year’s Dark Season Blues"", ""Thomas (41) has played at the North Pole"", ""Celebrated with a bang"", ""Throwing a party for the people"", ""The blues delivered—once again"", ""“Incredible temperatures”"", ""“It’s about music and socialising”"", ""Dark Season Blues Cancelled"", ""Dream opening for anniversary blues festival"", ""The blues delivered—once again"", ""Good vibes at the blues festival"", ""Blues to Packed Houses"", ""“A Great Success from Start to Finish”"", ""The coal kids played with Good Time Charlie"", ""The Artist’s Own Images"", ""“Very pleased with this year’s blues”"", ""Promises Genuine Prog Rock at Anniversary Blues Festival"", ""More cultural treats this autumn"", ""They now fear for the future of the festivals"", ""Something for everyone""]",Dark Season Blues Festival,approved,Generated English label approved.
p_39,57,Polarjazz Festival,True,high,"The large majority of representative articles cover Polarjazz—its concerts, artists, audiences, ticket sales, finances, programming, and organization. A few articles concern other local concerts or musicians, but they remain closely aligned with the cluster’s dominant music-festival coverage.",gpt-5.6-sol,contextual-cluster-label-v1,098d42d0bfba4d4f44ae552de2d3061db2f39831f56f214cef2e6775e2595ea1,"[""Strong door sales saved Polarjazz"", ""First artists announced"", ""Electric rocker"", ""“A Luxury Problem”"", ""“It’s absolutely fantastic to be here”"", ""The Blood Fans Have Started Celebrating"", ""Big names from the international music industry are coming to Svalbard this week"", ""The Diehard Fans Have Started Celebrating"", ""From bossa nova to melancholy in Bergen dialect"", ""Smaller Crowds at the Concerts"", ""Jazz in the black"", ""Jazz in the black"", ""Jazz Festival Kicks Off with a Warm-Up"", ""A quiet festival weekend"", ""Jazz lunch and a packed house at Gruvelageret"", ""The Sound of Polarjazz"", ""See the photos from Friday’s Polarjazz here"", ""If You’re Lucky—and Generous—You Could Join the Trip to Ny-Ålesund"", ""Releases tickets locally first"", ""There will be a Polarjazz festival""]",Polarjazz Festival,approved,Generated English label approved.
p_4,65,Longyearbyen banking services,True,high,"The cluster is dominated by coverage of the local SpareBank branch, including its closure, cash handling, customer access, lending, and community role. A few articles concern money or cash more generally, but they remain peripheral to the clear banking-services theme.",gpt-5.6-sol,contextual-cluster-label-v1,b28299f9acacd47c4703b64dbf6c2a660a909096de55807e9953731ea16eca11,"[""Will accept cash after all"", ""“Preserve the History and the Industry”"", ""Putting the Brakes on Business"", ""New Scheme to Secure Loans"", ""“The Bank Is Standing Firm”"", ""Celebrated 60 Years in the Town"", ""Stops loans for commercial buildings"", ""Celebrating itself for two days"", ""“Without emergency aid, it’s curtains”"", ""Sewage Leak at the Bank"", ""Accepting Old Banknotes"", ""“Incomprehensible”"", ""EU Ruling Blocks Banking Solution"", ""“Just You Wait”"", ""Flying in cash is the solution"", ""No solution for cash"", ""Good News for Bruktikken"", ""Working on a cash solution"", ""“We have to go to Tromsø to bank”"", ""Bank project postponed until brighter times""]",Longyearbyen banking services,approved,Generated English label approved.
p_40,49,Live music,True,high,"The cluster consistently covers concerts, choir and band performances, music festivals, concert reviews and previews, and local musicians or promoters. A few profiles and recording stories broaden the scope slightly but remain closely tied to the live music scene.",gpt-5.6-sol,contextual-cluster-label-v1,aa198d9dc95e5ee4077602fe6de9e17710c622995de20c49ecb1101806b23984,"[""Three Choirs Coming to Festival"", ""Blåmyra’s Tenth Time at Huset"", ""“Beyond All Expectations”"", ""Events one after another: “It’s good that we reach out”"", ""“A live album is the dream”"", ""A Community Celebration at Huset"", ""Pleasantly surprised by Svalbard"", ""Tender, Wild and Beautiful"", ""A Fireworks Display of a Concert"", ""“The Opportunity Won’t Come Again”"", ""“I can promise a cheekier version of myself this year”"", ""Chose Svalbard When Everything Was Cancelled"", ""Entrepreneurial couple presses on"", ""Buses got stuck on the way to the concert"", ""Powerful and delicate in Mine 3"", ""‘Rocked’ at Mine 7"", ""‘Rocked’ at Mine 7"", ""Invites everyone to a rip-roaring evening"", ""Anniversary evening steeped in melancholy"", ""Opera Comes to the Cultural Centre This Weekend""]",Live music,approved,Generated English label approved.
p_41,67,Fire Safety and Response,True,high,"The articles consistently concern fires, fire alarms and callouts, prevention, investigations, firefighting, emergency dispatch, and the work and public outreach of Longyearbyen Fire and Rescue.",gpt-5.6-sol,contextual-cluster-label-v1,ba41f67a76dc6b5c07d1ac28dfc8ac19c60f1004884f41673bcffa3098afa837,"[""“It Should Be Unnecessary for a Major Fire to Break Out”"", ""A ride in the fire truck crane is always a hit"", ""Community centre opened to provide necessities"", ""Battery Pack Exploded"", ""Believes Fire Started in Computer Equipment"", ""Firefighting Bear Bjørnis Visits Svalbard"", ""110 Emergency Centre Moves Today"", ""Few Things Are More Fun Than a Ride in a Red Fire Engine"", ""110 Emergency Dispatch Centre to Move to Tromsø at New Year"", ""May Have to Move 110 Emergency Dispatch to Tromsø"", ""No Open Day at the Fire Station"", ""“It Was a Baptism of Fire”"", ""Passionate About Firefighting and Rescue"", ""A Shower of Sparks at Hotellneset on Saturday"", ""A Wake-Up Call"", ""Boil-dry incidents top the list"", ""Responded to More Than 200 False or Unnecessary Alarms"", ""Tenants Allowed to Move Back In"", ""14 Near Fires Last Year"", ""The City’s Only Night-Time Food Service Is Closing""]",Fire Safety and Response,approved,Generated English label approved.
p_42,74,Svalbard Folk High School,True,high,"The cluster overwhelmingly covers the school’s establishment, funding, governance, staffing, premises, programmes, enrolment and student life. A small number of peripheral articles concern wider education or local events, but they do not undermine the dominant institutional subject.",gpt-5.6-sol,contextual-cluster-label-v1,edd2ae33b6eb727d88b1c5edaaa190f16d4c76623762898b7a2876c4705058fb,"[""Launching a dog-sledding programme"", ""Going all out for this year’s TV fundraiser"", ""They now know where their students will live"", ""Folk High School People!"", ""Taking over Stormessa and another barracks"", ""110 want to work at the folk high school"", ""117 People Evacuated"", ""Folk High School Picks Up Speed"", ""Signed Agreement on Folk High School"", ""“We’ll be polishing the trim on the last night before opening”"", ""“Absolutely Fantastic”"", ""“An Important Part of Norway’s Cultural and Educational Offering”"", ""Proposal Put Before Parliament"", ""More Money for the Folk High School"", ""“Many may be thinking more about the economy”"", ""The teachers are in town"", ""Attending the official folk high school opening"", ""Minister celebrated the anniversary with the youngest guests"", ""Folk High School People!"", ""A natural leader""]",Svalbard Folk High School,approved,Generated English label approved.
p_43,47,Overwintering trapping,True,high,"The articles consistently concern overwintering trappers and trapping stations, especially Austfjordnes and Kapp Wijk, including station allocation, daily life, restoration, cultural heritage, and trapping-related incidents.",gpt-5.6-sol,contextual-cluster-label-v1,d447a006e30621d67186a760aa13df7afa855be183f872b4233d520aeb1c9ed5,"[""“Not One of the Priority Tasks”"", ""A True Svalbard Trapper Girl"", ""Don’t know what happened"", ""Several interested in Farmhamna"", ""Ten Applications to Trap at Austfjordnes"", ""Restoration of Austfjordnes trapping station"", ""“I Was a Little Surprised”"", ""Austfjordnes ready again"", ""13 Seek to Operate an Overwintering Trapping Station"", ""The Dogs Will Keep Watch"", ""Governor changes course—not lending out Austfjordnes"", ""Seven Teams Want to Trap Here"", ""“We Were a Little Stunned”"", ""King of Cape Wijk"", ""Two years trapping could mean a double duvet"", ""“A cultural environment of exceptional importance”"", ""Historic Photograph"", ""Governor to repair trappers’ cabin"", ""Keep Austfjordnes Warm"", ""Trapping Family Makes Locally Produced Duvet for NOK 25,000""]",Overwintering trapping,approved,Generated English label approved.
p_44,63,Children’s right to education,True,medium,"The cluster is overwhelmingly about access to schooling and special education, particularly disputes over Longyearbyen’s regulations, the Ivano Cafuta case, and children’s legal rights. A few articles on hunting, child welfare, and broader UNICEF work are outliers or only loosely related.",gpt-5.6-sol,contextual-cluster-label-v1,628f1e9ffb57ea79ad56fd69904bd3df9d9c0de779bd9efd2a8f7279748f9430,"[""Questions Raised Over Lack of Right to Schooling"", ""The Ivano case could set a precedent for other cases"", ""Opposes restricting hunting areas"", ""Safeguarding children’s rights"", ""Rejects Rumors About Special Education"", ""Coming to Meet the Family and School Administration"", ""“We’re Just So Happy Now”"", ""Ivano Is Eager to Get to School Every Day"", ""School for Everyone"", ""School for Everyone"", ""Who Is Good Enough for Longyearbyen?"", ""The Road to a Sorting Society"", ""Wants to Restrict the Right to Special Education"", ""Brenna: “It was absolutely necessary”"", ""“A betrayal of the children in Longyearbyen”"", ""Sending letter to Parliament about the new rules"", ""Clarifying who can attend school in Longyearbyen"", ""Sharp Rise in Reports to Child Welfare Services"", ""The Local Council’s Decision Cannot Stand"", ""“It Is About Resources”""]",Children’s right to education,approved,Generated English label approved.
p_45,154,School life,True,high,"The cluster consistently covers pupils, teachers, school leadership, classes, facilities, events, safety, and educational milestones, chiefly at Longyearbyen School. A few kindergarten, playground, and former-pupil stories remain closely related to children’s education and school communities.",gpt-5.6-sol,contextual-cluster-label-v1,ab1f79802a3a0943cd9a83107659dbf844f363adc38347df609769e7b1e86ed3,"[""“We Carried Milk Pails Home and Got Provisions on the Doorstep”"", ""A Colorful Community Benefits Everyone"", ""8,000 more than last year"", ""Confirms case at the school"", ""Looking at What They Made for the Christmas Newspaper 25 Years Ago"", ""“Cold, but good”"", ""“An Impressive Piece of Student Research”"", ""They Put the Politicians in Their Place"", ""There Could Be “An Awful Lot of Talking”"", ""Computers for Africa"", ""Twice the Fun on One Ski"", ""“This is a big day”"", ""Albert and Styrk greeted their first day of school with smiles"", ""“Fantastic to Have All the Students Back”"", ""Sewage water seeped into classroom walls and floors"", ""Reassessing security measures after polar bear visits"", ""Children cheer for new playground"", ""Delighted by Lucia Procession at the Airport"", ""“It Feels Like a Waste”"", ""No School on 27 March""]",School life,approved,Generated English label approved.
p_46,114,Kindergarten Provision,True,high,"The cluster is strongly centred on kindergarten places, facilities, operations, policies, and their effects on children and families. A few articles broaden into youth or child welfare, but they remain minor outliers within a clear kindergarten-focused topic.",gpt-5.6-sol,contextual-cluster-label-v1,ca7ab11d1c155c48b3cd396add8c16424c561e464948c370f6c085906f3a4b84,"[""Seeking a Permanent Solution for the Dog Kennel"", ""Kullungen’s Lucia Procession"", ""Venstre Stands with Children and Young People!"", ""Smoother youth"", ""“Incomprehensible bans”"", ""Thank You for Cheering Us On for 70 Years"", ""Polarflokken Kindergarten—Thank you and goodbye!"", ""“More Educational Than Regular School”"", ""“We must be accessible to everyone”"", ""Ceiling panel falls from roof at nursery"", ""Cheers for the Climbing Frame"", ""Choice and Flexibility for Families—A Value in Their Own Right"", ""Uhu Daycare Plans Halted"", ""Moving “Rødsildra” to the harbour"", ""Høyre, Remember to Fact-Check"", ""“This is not in the children’s best interests”"", ""“May have to move”"", ""Criticises LL for Negative Attitude"", ""Families Were Heard by Local Politicians"", ""Proposes converting youth centre""]",Kindergarten Provision,approved,Generated English label approved.
p_47,57,Nordpolet Surplus Fund,True,medium,"The clear dominant subject is the community fund financed by Nordpolet profits, especially applications, political decisions, and grants for cultural, sporting, and welfare projects. A few representative articles concern unrelated local-council business, but they appear to be peripheral cluster noise.",gpt-5.6-sol,contextual-cluster-label-v1,dfd6f050a6e1e40f92c25e516f2ff82fc0cd12ca32025cc540f52a1d8ee80318,"[""A Wish List in September?"", ""A Good Start for the Trainer from the Community Council"", ""Aims to Build Stronger Ties"", ""Arild & Co. to achieve political goals by February"", ""These Are the Matters the Community Council Will Decide on Wednesday"", ""LL withdraws cork-money applications"", ""An extra half-million in cork money"", ""Gets Funding for Snowmobile Film"", ""Coronavirus cuts cork funds"", ""COVID cork-money crunch continues"", ""They Have a Luxury Problem"", ""“I Hope the Politicians See the Value of the Work We Do”"", ""Secured grant for confirmation candidates"", ""NOK 50,000 Less in the Pot"", ""Yes to more liquor-store funds"", ""Won’t hand control of the money to a cork committee"", ""25 applicants for this year’s surplus fund"", ""Application deadline is today"", ""Backup Power for NOK 59 Million"", ""We are not the people you should complain to""]",Nordpolet Surplus Fund,approved,Generated English label approved.
p_48,162,Polar exploration heritage,False,low,"Many articles concern exploration history, trapping heritage, museums, expeditions, graves, cabins, and memorials. However, a substantial competing group covers present-day polar bear encounters, tourism, environmental conduct, and recreational trips, so the cluster does not represent one coherent subject.",gpt-5.6-sol,contextual-cluster-label-v1,308415e44c50580bc864934894c0eb5ec9af24df74f5ad227b985e3a2bcc5178,"[""In the Shadow of Polar History"", ""People and Polar Bears"", ""Littering"", ""Permission granted to excavate on Kvitøya expedition"", ""Special screening of animated film “Titina” in Ny-Ålesund"", ""“Fascinating to experience nature between winter and summer”"", ""Dear All"", ""The Hunt for Polar Bears"", ""Two friends on a ski trip to Hornsund in spring 1986"", ""The polar bear is the LEAST disturbed species in Svalbard"", ""Wants to Move Trapping Cabin to Longyearbyen"", ""From Trapping to Oil on Edgeøya"", ""The Buses and Millions Roll On By"", ""New Museum Director"", ""The unfathomable maze of memory"", ""“We’re proud and delighted with the new exhibition”"", ""The Research Vessel “Salterella I”"", ""Death at Krosspynten"", ""Polar memorials preserved for eternity"", ""Marcelius Olsen remains a mystery""]",Exploration History and Heritage,approved,English label revised during manual review.
